text,user,location,date
"RT @RealLucyLawless: Congrats, Auckland! Vaccine confidence leads a return to work and freedom: Auckland hits 90% fully vaccinated mileston?",BohemianJenn,United States,13-Dec-2021
RT @novaccineforme: This is the experimental shot death or serious injury thread. https://t.co/rdCzNbC3Zn,VGat9300,Rocky Mountains USA,13-Dec-2021
"RT @theicyscorpion: Rand Paul: Vaccine Zealots ""Won't Be Happy Until They Get Your Newborn""  https://t.co/vHkxQmqt3g",CCoock2,United States,13-Dec-2021
"RT @Tierney_Megan: False notions about vaccine science are making their way into court opinions blocking Biden mandates. In one case, judge?",mjwyman,"Seattle, Washington, USA",13-Dec-2021
"RT @Citizen817: This is Sick!
Difficult to understand the global push for this dangerous vaccine. 

European Medicines Agency Data Shows 1,?",Citizen817,United States,13-Dec-2021
"RT @Timcast: I'm more than happy to trust the science!

Science is awesome

They haven't released the science though so there's nothing to?",Brent_C81,"Louisiana, USA",13-Dec-2021
RT @RMConservative: List of 300 young athletes who recently suddenly dropped dead https://t.co/cVglzpPFsh,alwaysthemama,USA,13-Dec-2021
"RT @Tierney_Megan: False notions about vaccine science are making their way into court opinions blocking Biden mandates. In one case, judge?",TierneyODea,United States,13-Dec-2021
"RT @RWhelanWSJ: Some of the biggest U.S. hospital systems, are suspending their staff vaccination requirements after a federal court order?",hollirayce,"Colorado, USA",13-Dec-2021
"RT @GreenPartyUS: Statement from the Green Party US Steering Committee supporting ""the use of vaccines, vaccine mandates and quarantines as?",marrs_edward,"Colorado, USA",13-Dec-2021
Philly considering new COVID-19 vaccine mandates; hospitalizations in Pa. and N.J. climbing https://t.co/VouAQ3E3AA,Snrovy,USA,13-Dec-2021
Let employers and individuals determine their own risk tolerances. https://t.co/MPtyn34XsK,nwwong,"Massachusetts, USA",13-Dec-2021
"@LeftoversRfine @CYMRUAmerican She donated to COVID 19 research, not the vaccine.  She found out when everyone else? https://t.co/VF87PA2mBO",Beth_USAmade,"Tennessee, USA",13-Dec-2021
"Documents released by the Food and Drug Administration (FDA) reveal that drugmaker Pfizer recorded nearly 160,000 a? https://t.co/Q0EnLqOlpg",photoking63,"Ohio, USA",13-Dec-2021
"COVID-19 updates: #Vaccine mandate for #Philadelphia restaurants, Pa. and N.J. cases surging https://t.co/Fc75hhAlRr",elliottBA,"Pennsylvania, USA",13-Dec-2021
"RT @HighWireTalk: Some Hospitals Drop Covid-19 Vaccine Mandates to Ease Labor Shortages

?It?s been a mass exodus, and a lot of people in t?",justmythawts888,United States,13-Dec-2021
RT @RMConservative: List of 300 young athletes who recently suddenly dropped dead https://t.co/cVglzpPFsh,Silverzag,"Pennsylvania, USA",13-Dec-2021
"RT @CarersUK: We understand that many unpaid carers are feeling worried about COVID-19 at the moment. We have updated our guidance, which c?",David25936383,United States,13-Dec-2021
"RT @Tierney_Megan: False notions about vaccine science are making their way into court opinions blocking Biden mandates. In one case, judge?",stay_angryy,"Northern California, USA",13-Dec-2021
"RT @AllenRoush14: Fauci: Americans may 'just have to deal with' more COVID-19 vaccine booster shots

https://t.co/9LZPnk0Vs3",AllenRoush14,"Georgia, USA",13-Dec-2021
"RT @MarshaBlackburn: First responders are needed more than ever, but Biden wants to force mandates that would deprive Americans of critical?",R_Canaway,"New York, USA",13-Dec-2021
"RT @AllenRoush14: No we don?t.    Idiot Fauci: Americans may 'just have to deal with' more COVID-19 vaccine booster shots

https://t.co/9LZ?",AllenRoush14,"Georgia, USA",13-Dec-2021
"RT @_NIKIWE__: I understand where people are coming from with all the myths about vaccine, because they're not educated about it. They beli?",Dondeyforyou,"New York, USA",13-Dec-2021
@ryanbeed @CryptoJamesXRP1 @JezP12 @FraiseAdam Idk where you heard that it?s easier to be compensated.. https://t.co/Q1yxOYxNiF,JustStopPharma,United States,13-Dec-2021
"RT @Timcast: I'm more than happy to trust the science!

Science is awesome

They haven't released the science though so there's nothing to?",inside_outfield,United States,13-Dec-2021
"RT @MarshaBlackburn: First responders are needed more than ever, but Biden wants to force mandates that would deprive Americans of critical?",Misinformed_101,"Georgia, USA",13-Dec-2021
Crap like this is what has cost the #cdc it's credibility - CDC guidance for those seeking shelter amid severe weat? https://t.co/hWzejixIg5,netcynergy,"Texas, USA",12-Dec-2021
New Zealand man gets 10 COVID-19 vaccine shots in a single day https://t.co/3HsphlXaYI,TheresaPhilips,Chicago Region Illinois USA,12-Dec-2021
"RT @UHhospitals: Is it safe for cancer patients, or those with a history of cancer, to receive the COVID-19 vaccine? Dr. Ted Teknos, Presid?",LLLwry,"Minnesota, USA",12-Dec-2021
"RT @MimiNguyenLy: A video showing the numbers at Sydney Australia protest agains COVID-19 vaccine mandates on Dec. 12, 2021. #ReclaimtheLin?",rbelcastro2,United States,12-Dec-2021
RT @Virg21Nicholls: Japan is NOT mandating vaccines. Its government has instructed employers NOT to force staff to get vaccinated or to dis?,dgventers,United States,12-Dec-2021
RT @newsmax: A Washington state senator critical of Democrat Gov. Jay Inslee's vaccine mandates is reportedly missing for weeks after contr?,ingeallbeauty,USA,12-Dec-2021
@RHKFather2 @XGTR22 I don't think I've been following the COVID-19 vaccine any less than you have since last January.,MoMoSaSa22,"New York, USA",12-Dec-2021
"RT @TheDemCoalition: Covidiot anti-vaxxers continue to prolong this pandemic and make life more difficult for all of us ????

#GetVaccinated?€?",the4throck,"Texas, USA",12-Dec-2021
RT @EmmaSayle: Please help me understand this. I am double vaccinated. Last month I was ill with COVID-19. I passed it onto my family. Ther?€?,TheJay99,"Arizona, USA",12-Dec-2021
Why has the Biden administration yet to mandate the COVID-19 vaccine as a requirement to fly on all domestic flight?€? https://t.co/vKpqETUPUF,caillouborden12,"New York, USA",12-Dec-2021
"RT @TheDemCoalition: Covidiot anti-vaxxers continue to prolong this pandemic and make life more difficult for all of us ????

#GetVaccinated?€?",stargazer5_7,USA,12-Dec-2021
"Companies Upend Plans on Vaccines and Office Returns, Again: More employers are saying that workers can now stay ho?€? https://t.co/495tErV93T",CPA_Trendlines,"New York, USA",12-Dec-2021
"RT @ToledoLucasHD: Lots of opportunities to get your COVID-19 vaccine this week ????????

????Pfizer boosters are now available for 16 and 17 year o?€?",Nruss_17,"Ohio, USA",12-Dec-2021
@JRCFoundation @thetimes The vaccine is for prevention of Covid-19 not coronaviruses as a whole yes,officialdamp_,United States,12-Dec-2021
"RT @calvinrobinson: This is all coming out because Moderna wants to cut the US (NIAID/NIH) out of patent rights

They're exposing themselve?€?",wokemom209,"California, USA",12-Dec-2021
RT @OrangeCoFL: Barnett Park is open for free COVID-19 vaccinations and testing from 9am-4pm. Saturdays &amp; Sundays: Children's Pfizer vaccin?€?,ange_patricia,"Florida, USA",12-Dec-2021
RT @RandyResist: On Facebook there is a lot of misinformation about serious vaccine adverse events. The profile of the Pfizer vaccine is si?€?,joybrk,"California, USA",12-Dec-2021
RT @OrangeCoFL: ?????€??????€?????Children ages 5-11 are eligible to receive the Pfizer COVID-19 vaccine. Here is what parents and kids can expect when?€?,ange_patricia,"Florida, USA",12-Dec-2021
"Berlin, other German states offer COVID-19 vaccine to 5-11s https://t.co/HqBu9qfQCP",MSN,"Redmond, WA, USA",12-Dec-2021
"Why Moderna Won?€?t Share COVID-19 Vaccine Patent Rights With the U.S. Government, Which Paid for Its Development - https://t.co/tbF46Dz17s",TrumpWatch,"Washington, DC USA",12-Dec-2021
"RT @UnfilteredOnFox: ""We?€?re telling parents that they have no right to determine their children's healthcare""
In an pre-taped interview bef?€?",laborden1,"Washington, USA",12-Dec-2021
"RT @TheDemCoalition: Covidiot anti-vaxxers continue to prolong this pandemic and make life more difficult for all of us ????

#GetVaccinated?€?",HagmanDr,"Denver, Colorado, USA",12-Dec-2021
"RT @SikhForTruth: 4 reasons why Vaccine Passports do not work:

Vaccinated can still be infected with Covid-19.
Vaccinated can still spread?€?",amethystgem22,"Texas, USA",12-Dec-2021
@MeetThePress the vaccine is no different from monoclonal antibodies. It's a treatment. It does not stop you from g?€? https://t.co/7CPGjCnAwI,TheUnicornDem,"Maryland, USA",12-Dec-2021
"@cpatrick64 @nirav_mainecdc You think a lot of things that aren?€?t true, as I see you replying to every local vaccin?€? https://t.co/9XvLfbEThc",msjessiemeghan,"Portland, Maine, USA",12-Dec-2021
"2022 Covid-19 Get Vaccine Immunizations Discover Vaccine List Read

https://t.co/dRCPFBRI56 https://t.co/kYrykgONFI",MakeTfo,USA,12-Dec-2021
"RT @TheDemCoalition: Covidiot anti-vaxxers continue to prolong this pandemic and make life more difficult for all of us ????

#GetVaccinated?€?",bananasinhavana,United States,12-Dec-2021
"RT @TheDemCoalition: Covidiot anti-vaxxers continue to prolong this pandemic and make life more difficult for all of us ????

#GetVaccinated?€?",LoraAneM,USA,12-Dec-2021
"RT @KFF: As with adults, there?€?s a partisan gap in whether parents plan to vaccinate their kids.

Just 7% of Democratic parents of kids age?€?",Brocco1991,"New York, USA",12-Dec-2021
"RT @jsolomonReports: New study suggests natural immunity is more protective over time than COVID-19 vaccine | Just The News

https://t.co/k?€?",MethanolHead,United States,12-Dec-2021
"Exploited Child Actor:??Dear Santa, I don?€?t want games. I don?€?t want toys. Just get me the COVID vaccine.

Crimes Ag?€? https://t.co/ggj051XOhA",ilovelamp2020,United States,12-Dec-2021
RT @akheriaty: Latest on my FOIA request to the FDA: your grandchildren should be able to see the complete Pfizer vaccine data in the year?€?,angelacortner,"Florida, USA",12-Dec-2021
RT @_davidlimbrick: I?€?ve spoken many times about Japan and they deserve special mention for their respect for human rights during the pande?€?,TGJ19181716,United States,12-Dec-2021
"RT @mphanon1: ""Vaccination will only be given with the consent of the person to be vaccinated after the information provided. Please get va?€?",FoxtrotJoeBravo,United States Minor Outlying I,12-Dec-2021
"In addition to the almost 2,000 #COVID19 vaccine distribution locations across NJ, the @MorrisCountyNJ  Department?€? https://t.co/6oyxaX0um4",MendhamTownship,"Morris County New Jersey, USA",12-Dec-2021
RT @MarshaBlackburn: Receiving the COVID-19 vaccine is your choice ?€? it?€?s not for the federal government to decide for you.,jercom421,USA,12-Dec-2021
"RT @DrEricDing: 8) FYI - for parents with kids under 5 who can?€?t wait, the UAE ???????? has been vaccinating kids as young as 3 years old since A?€?",Johndoe83788334,"Florida, USA",12-Dec-2021
"RT @business: Facing a winter surge in Covid-19 infections, NY Governor Kathy Hochul announced that masks will be required in all indoor pu?€?",CaudiaAngelica,United States,12-Dec-2021
"RT @mphanon1: ""Vaccination will only be given with the consent of the person to be vaccinated after the information provided. Please get va?€?",Tx58Ces,"Texas, USA",12-Dec-2021
"Refusing to wear a mask, get a vaccine or show a negative Covid-19 test result before attending a mass gathering is?€? https://t.co/HKEK7mnxPQ",LisaMcCormickNJ,"New Jersey, USA",12-Dec-2021
A booster shot of Pfizer and BioNTech?€?s Covid-19 vaccine will provide good protection against severe illness from t?€? https://t.co/36rVdT6Pzo,mjmull,"New York, USA",12-Dec-2021
"RT @bird_skadoo99: For a Virus that has a ZERO Mortality rate among children under 18!

`             &gt;Z E R O&lt;

'...Study found a mortalit?€?",AuntNutmeg,"Indiana, USA",12-Dec-2021
RT @inquirerdotnet: Israeli researchers said they found that a three-shot course of the Pfizer-BioNTech COVID-19 vaccine provided significa?€?,maryann_penza,"#NJ, New Jersey, USA",12-Dec-2021
"?€?Save the Children?€?: Australians Rally Across the Country Against COVID-19 Vaccine Mandates

#Retweet  #Australia h?€? https://t.co/llDarEj8tc",jasonbmello,USA,12-Dec-2021
RT @Virg21Nicholls: Japan is NOT mandating vaccines. Its government has instructed employers NOT to force staff to get vaccinated or to dis?€?,danspengler,"Tennessee, USA",12-Dec-2021
"Biden To Jimmy Fallon: Getting COVID-19 Vaccine, Booster Is ?€?Patriotic?€? https://t.co/gC67neNGq0",fitzelizabeth,United States,12-Dec-2021
RT @MayorWu: Honored to partner with @OjikutuBisola &amp; @HealthyBoston to connect Boston?€?s most at-risk communities with resources to combat?€?,MAhealthforkids,"Massachusetts, USA",12-Dec-2021
"'You should just get the shot. It's going to be OK,' Ohio kids are getting the COVID-19 vaccine https://t.co/Eyba02oQKQ",DispatchAlerts,"Columbus, Ohio USA",12-Dec-2021
"RT @cratercookie: Texas creates hotline for employees to report workplaces requiring COVID-19 vaccine 

Oh please #Ohio we need one of thes?€?",papad48,"N.E. Ohio, USA",12-Dec-2021
"RT @Azuri21: @kimmieM1973 Only got the jab to play hockey too. So sad.

https://t.co/ui31iFTkEm",_G_r_e_g__,USA,12-Dec-2021
A guide to Covid-19 testing for the vaccinated and the confused https://t.co/5aNoKDYSnc,lauraleedooley,"Arlington, VA, USA",12-Dec-2021
"RT @UnfilteredOnFox: ""We?€?re telling parents that they have no right to determine their children's healthcare""
In an pre-taped interview bef?€?",vickiroeslein,"Missouri, USA",12-Dec-2021
RT @SenDuckworth: A quick reminder as we mark one year since the FDA approved the Pfizer COVID-19 vaccine for emergency use: Vaccines save?€?,tejida,USA,12-Dec-2021
"RT @mphanon1: ""Vaccination will only be given with the consent of the person to be vaccinated after the information provided. Please get va?€?",JSNai99,"Florida, USA",12-Dec-2021
"RT @BrettKelman: SCOOP: Tennessee Department of Health halts all vaccine outreach to kids ?€? not just for COVID-19, but all diseases ?€? amid?€?",TammyRWright2,"Colorado, USA",12-Dec-2021
RT @newsmax: A Washington state senator critical of Democrat Gov. Jay Inslee's vaccine mandates is reportedly missing for weeks after contr?€?,tiffeffa,"Up North, USA",12-Dec-2021
"RT @dougmmilford: 1 #Inovio's President/CEO: ?€?Both INO-4800, our lead candidate vaccine currently in Phase 3 testing) and INO-4802, our Pan?€?",jimmyjimjim2000,Rustbelt USA,12-Dec-2021
"RT @AZDHS: Words to live by. In October, unvaccinated people in Arizona were 15.2 times more likely to die from #COVID19 than vaccinated in?€?",DaveAZn,"Arizona, USA",12-Dec-2021
"https://t.co/ygFPdRp9JA We need more of Big Pharma to step up and support global #vaccinEquity , which matters and?€? https://t.co/cAUJWtBTsP",stargazer5_7,USA,12-Dec-2021
RT @newsmax: A Washington state senator critical of Democrat Gov. Jay Inslee's vaccine mandates is reportedly missing for weeks after contr?€?,TomMasontime2,USA,12-Dec-2021
"Why Moderna Won?€?t Share COVID-19 Vaccine Patent Rights With the U.S. Government, Which Paid for Its Development via?€? https://t.co/9b9pgA2ueD",alexa__jay,"New Jersey, USA",12-Dec-2021
RT @GetVaxAnswers: A COVID-19 vaccine can help protect your child and your whole family from getting COVID-19. Talk to your pediatrician or?€?,AprilGreen93,"New York, USA",12-Dec-2021
