text,location,date
RT @newsmax: Former FDA Commissioner Dr. Scott Gottlieb said what scientists know so far about the omicron variant of COVID-19 is that it's?€?,"Alabama, USA",02-Dec-2021
"RT @JeffereyJaxen: [1/2] After being sued...the FDA has produced over 91 pages of docs from #Pfizer?€?s COVID-19 vaccine file...It showed: 
-?€?",USA ,02-Dec-2021
RT @cameronwilson: this is wild: a company called UberMedia gave anonymised phone location data to track where Melbourne anti-pandemic law/?€?,"Pacific Northwest, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Virginia, USA.          ",02-Dec-2021
COVID-19 vaccine booster shots are available for all individuals 18+ who received a Pfizer-BioNTech or Moderna vacc?€? https://t.co/WFZLC6T8Ri,"Denver, CO-USA",02-Dec-2021
"Does #DaysofOurLives #Days #DOOL @NBCDays have a #COVID19 vaccine mandate? I've got the report over at @cheatsheet 

https://t.co/DzuJmONjOw","New York, USA",02-Dec-2021
Chris Cuomo SUSPENDED! Dem HYPOCRISY on Vaccines! https://t.co/eXREO3YyR6 #Wuhan #covid19 #covid19vaccine?€? https://t.co/HLhySaEYXi,"Earth, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Mississippi, USA",02-Dec-2021
RT @barb2birds: Biden: End the Pandemic For All https://t.co/ZyV22S7Fo3 #globalcitizen,Hoquiam WA USA,02-Dec-2021
Biden: End the Pandemic For All https://t.co/ZyV22S7Fo3 #globalcitizen,Hoquiam WA USA,02-Dec-2021
@SenatorBraun @BloombergTV @DavidWestin As usual what you say is only partly true. Yes the Budget needs to be balan?€? https://t.co/TMOvnRz9cb,"Indiana, USA",02-Dec-2021
"""Individuals with disabilities must be able to get potentially life-saving health care like COVID-19 vaccines on eq?€? https://t.co/IORxHy5rK8","Des Moines, Iowa, USA",02-Dec-2021
RT @HHSGov: Amanda thought she?€?d never see her family again after she spent 11 days intubated in a hospital with COVID-19. Her biggest regr?€?,"Alaska, USA",02-Dec-2021
RT @latstetter: Anti-vaccine televangelist Marcus Lamb dies of COVID-19 https://t.co/Bp32KCMnbH,"Rocky Ridge Maryland, USA",02-Dec-2021
"RT @Smooch10046744: 26-YEAR-OLD MAN DIED 12 DAYS AFTER RECEIVING THE PFlzer C0VlD VAXZZINE, THE??NZ HERALD ??REPORTS 

Rory James Nairn had h?€?","Texas, USA",02-Dec-2021
RT @GovLarryHogan: Maryland has now administered more than 1 million COVID-19 booster shots?€?another major milestone as we continue to condu?€?,"Maryland, USA",02-Dec-2021
"RT @InformedNJNurse: Overall, 49% of the consumers who had kids age 5-11 did not want them to get the COVID-19 vaccine","New Jersey, USA",02-Dec-2021
"@Aethelwoulf @icmedia @jayhoff2000 @lovemyyanga @7th_Body @Acyn This entire study has been debunked, it was posted?€? https://t.co/nPNqjfHz6V","Florida, USA",02-Dec-2021
"@tribelaw If @Scotus is so concerned about #LIFE, why aren?€?t they taking the case of COVID-19 vaccine?

COVID-19:?€? https://t.co/WkQU0Ptr7L","Florida, USA",02-Dec-2021
"https://t.co/eRO0RkGRui 

This is so sad, it's funny! Keep believing the theological bullshit that supposedly you'r?€? https://t.co/1kw75oFgFG","HELL aka Arkansas, USA",02-Dec-2021
RT @RealLoriJT: A federal judge has rejected a claim by the Pentagon that the Pfizer-BioNTech COVID-19 vaccine being administered under EUA?€?,"Oklahoma, USA",02-Dec-2021
"RT @TexasTribune: At least two dozen Texas Republican lawmakers have called for a fourth special session, many looking to ban COVID-19 vacc?€?","Texas, USA",02-Dec-2021
Unvaccinated 14 Times More Likely to Die From COVID. This stopped me in my tracks! Wow! #GetVaccinated?€? https://t.co/1sbKZVaH4c,"Florida, USA",02-Dec-2021
RT @DrHirschfield: My dear physician colleague suddenly passed away after her booster covid-19 vaccine 1 month ago.,"Illinois, USA",02-Dec-2021
"RT @SamJacobs1776: As I predicted on @buckrebel's show, big clout unions are resisting the vaccine mandates. Good luck bossing them around,?€?","Florida, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Kansas, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Washington, USA",02-Dec-2021
"RT @SamJacobs1776: As I predicted on @buckrebel's show, big clout unions are resisting the vaccine mandates. Good luck bossing them around,?€?","New Jersey, USA",02-Dec-2021
"RT @peck_neil: 15 Million jabs to Freedom, they said.
Just another two Winters ?
Follow the money, 114m @??20/ shot.
https://t.co/NzdoZS8CJo",Deutschland/USA ,02-Dec-2021
"RT @ABC7Chicago: Many say CPS COVID guidelines need to change, as less than 13% of Chicago Public Schools students under 12 have received t?€?",USA,02-Dec-2021
@audraf637 @WhirlpoolNation @AlexanderHorsky @POTUS The percentage of children affected  by Covid went up with the?€? https://t.co/5Ge4Tlu32N,USA,02-Dec-2021
"RT @JeffereyJaxen: [1/2] After being sued...the FDA has produced over 91 pages of docs from #Pfizer?€?s COVID-19 vaccine file...It showed: 
-?€?","Texas, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Minnesota, USA",02-Dec-2021
"Literally a ?€?superspreader?€?:  Marcus Lamb, head of Daystar, a major anti-vaccine Christian television network, dies?€? https://t.co/F0s8eGR14I",USA????????,02-Dec-2021
RT @thehill: Moderna at risk of being sued following appeals court ruling in vaccine patent challenges https://t.co/NgK2950p8i https://t.co?€?,"New York, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?",Titletown USA,02-Dec-2021
RT @HHSGov: Amanda thought she?€?d never see her family again after she spent 11 days intubated in a hospital with COVID-19. Her biggest regr?€?,"Connecticut, USA",02-Dec-2021
"A national COVID-19 vaccine mandate for thousands of health care workers has been put on hold by a federal judge.

https://t.co/EBPrJ9NkNH","Harrisburg, Pennsylvania, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?",USA,02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","North Carolina, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Ohio, USA",02-Dec-2021
RT @HealthInsider: Vaccine and drug developers are preparing for the Omicron variant to turn into the next major challenge of the pandemic.?€?,USA,02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","South Bend, Indiana  USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","West Virginia, USA",02-Dec-2021
I am no scientist but I am interested in researching whether the Covid-19 vaccine which is mRNA would have been mor?€? https://t.co/SK53QOcWzr,"Tennessee, USA",02-Dec-2021
RT @realTuckFrumper: Founder Of Anti-Vaccine Christian TV Network Dies After COVID-19 Fight https://t.co/4dvcSglbR8,"Florida, USA",02-Dec-2021
"RT @9thfloor: MARCH OF THE ?€?VACCINE?€? DEAD
In Parma, Italy, protesters carry photographs of their loved-ones killed by injection with the ex?€?","Alabama, USA",02-Dec-2021
Maine's CDC director said it is too early to tell if the vaccines are any less effective against the omicron varian?€? https://t.co/K8H6Ywdhjk,"Maine, USA",02-Dec-2021
RT @DrHirschfield: My dear physician colleague suddenly passed away after her booster covid-19 vaccine 1 month ago.,"Arkansas, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","South Carolina, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","New York, USA",02-Dec-2021
"RT @Bolick4Arizona: After receiving a lot of requests, as legislators representing parts of Phoenix, we sent a letter to @dougducey request?€?","Arizona, USA",02-Dec-2021
"@wagehourlaws JD Supra Update CMS Vaccine Mandate Stayed in Ten States. On November 29, 2021, a federal district co?€? https://t.co/xJM6UuCJgV","California, USA",02-Dec-2021
RT @RebeccaBellMD: Parents and caregivers: pediatric COVID-19 vaccine appointments available for tomorrow at the Double Tree in South Burli?€?,"Vermont, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Wisconsin, USA",02-Dec-2021
"RT @haleba07: @rhonda_harbison @ChrisMurphyCT @All100Senators That's going to be real popular??????????

""Majority of Texans support COVID-19 vacc?€?",USA,02-Dec-2021
"RT @haleba07: @rhonda_harbison @ChrisMurphyCT @All100Senators That's going to be real popular??????????

""Majority of Texans support COVID-19 vacc?€?","Connecticut, USA",02-Dec-2021
"RT @Complex: The Christian broadcaster, who devoted hours to anti-vaccine talk, died after contracting the virus at the age of 64. https://?€?","Oklahoma, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","California, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Florida, USA",02-Dec-2021
RT @kgopinion: 2nd one today https://t.co/b7Y2wfAUU8,"Erehwon, USA",02-Dec-2021
"RT @andrewbostom: Enjoining Biden?€?s vaccine mandate for healthcare workers, a Federal Judge in Louisiana cites testimony on equivalence/sup?€?",USA,02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Massachusetts, USA",02-Dec-2021
"RT @SharylAttkisson: Another study (NEJM) finds powerful immunity among those who had Covid. Reinfections extremely rare &amp; ""None led to hos?€?","California, USA",02-Dec-2021
RT @newsmax: Former FDA Commissioner Dr. Scott Gottlieb said what scientists know so far about the omicron variant of COVID-19 is that it's?€?,"Michigan, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Maryland, USA",02-Dec-2021
"RT @Surgeon_General: Please remember, COVID-19 is not harmless in kids. Too many of our children have been hospitalized, lost their lives,?€?","California, USA",02-Dec-2021
RT @stacyhrae: ???????? Judge blocks Biden's COVID-19 vaccine rule for healthcare workers across the U.S. - Reuters ????????,"Michigan, USA",02-Dec-2021
"RT @WSeparates: Just save this as a reference.

I add to this list every day.  There are likely over 1000 posts there, read/watch/learn.?€?",East Coast USA,02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Illinois, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Arkansas, USA",02-Dec-2021
RT @realTuckFrumper: Founder Of Anti-Vaccine Christian TV Network Dies After COVID-19 Fight https://t.co/4dvcSglbR8,"Illinois, USA",02-Dec-2021
"RT @LordWallrose: Another COVID vaccine opponent is killed in the hospital, death blamed on ""COVID"":

https://t.co/F0dn95v1hS via @MailOnli?€?","Lallybroch, USA",02-Dec-2021
GOP lawmakers push government shutdown over Biden?€?s COVID-19 vaccine mandate - https://t.co/5KREPv8odV - @washtimes,USA,02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Massachusetts, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?",USA,02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","California, USA",02-Dec-2021
RT @JennaEllisEsq: BREAKING: A federal judge in Louisiana issued a nationwide preliminary injunction against Biden?€?s COVID-19 vaccine manda?€?,"Illinois, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?",USA,02-Dec-2021
"RT @dogeofficialceo: #Bitcoin needs the Covid-19 vaccine, they?€?re obviously in the ?€?high risk?€? category ????????",Starbase-USA-Terra,02-Dec-2021
@mvhaydencenter @RepSwalwell @DavidPriess @lawfareblog @CDCgov @JulieGMD @CIA @ScharSchool @GenMhayden @CDC 10128 d?€? https://t.co/Jhavp1QorN,"North Carolina, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","South Carolina, USA",02-Dec-2021
"RT @9thfloor: MARCH OF THE ?€?VACCINE?€? DEAD
In Parma, Italy, protesters carry photographs of their loved-ones killed by injection with the ex?€?","Missouri, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?",USA,02-Dec-2021
Anti-vaccine televangelist Marcus Lamb dies of COVID-19 https://t.co/muZf755Zrz,"Louisiana, USA",02-Dec-2021
"RT @BarackObama: If you got your COVID-19 vaccine before June, now is the time to get a booster shot. All adults are eligible for the boost?€?","Ohio, USA",02-Dec-2021
